CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
01611436096077,Closed,Berkeley Unified,Kilimanjaro,830 Regal Road,830 Regal Rd.,Berkeley,94708,CA,Alameda,830 Regal Road,830 Regal Rd.,Berkeley,94708,CA,,
01611436097729,Active,Berkeley Unified,Berkeley Arts Magnet at Whittier,1645 Milvia Street,1645 Milvia St.,Berkeley,94709-2073,CA,Alameda,1645 Milvia Street,1645 Milvia St.,Berkeley,94709-2073,CA,37.876919,-122.27123
01611436101042,Closed,Berkeley Unified,Berkeley Alternative Jr. High,2425 Stuart Street,2425 Stuart St.,Berkeley,94705,CA,Alameda,2425 Stuart Street,2425 Stuart St.,Berkeley,94705,CA,,
01611436105316,Active,Berkeley Unified,John Muir Elementary,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705-2449,CA,Alameda,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705-2449,CA,37.857194,-122.24593
01611439007139,Merged,Berkeley Unified,Franklin Parent Nursery,1460 Eighth Street,1460 Eighth St.,Berkeley,94703,CA,Alameda,1460 Eighth Street,1460 Eighth St.,Berkeley,94703,CA,,
01611439011354,Merged,Berkeley Unified,Longfellow Parent Nursery,1522 Ward Street,1522 Ward St.,Berkeley,94705,CA,Alameda,1522 Ward Street,1522 Ward St.,Berkeley,94705,CA,,
01611439011362,Merged,Berkeley Unified,UC Child Study Parent Nursery,2425 Atherton,2425 Atherton,Berkeley,94705,CA,Alameda,2425 Atherton,2425 Atherton,Berkeley,94705,CA,,
01611500000000,Active,Castro Valley Unified,,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-0146,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,37.707693,-122.07038
01611500102194,Closed,Castro Valley Unified,Redwood Alternative High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,Alameda,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,37.712800,-122.09305
01611500118216,Active,Castro Valley Unified,Alma Preschool,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-3104,CA,Alameda,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-3104,CA,37.707693,-122.07038
01611500130039,Active,Castro Valley Unified,Castro Valley Adult and Career Education,4430 Alma Avenue,4430 Alma Ave.,Castro Valley,94546-4704,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.708006,-122.07118
01611500130047,Active,Castro Valley Unified,Roy A. Johnson High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.713501,-122.09222
01611500130195,Closed,Castro Valley Unified,Redwood Adult Center,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546,CA,Alameda,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546,CA,,
01611500132209,Closed,Castro Valley Unified,Castro Valley Evening High Sch,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546,CA,Alameda,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546,CA,,
01611500132225,Active,Castro Valley Unified,Castro Valley High,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546-3400,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.705184,-122.07847
01611500133876,Active,Castro Valley Unified,Castro Valley Virtual Academy,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-2020,CA,Alameda,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-2020,CA,37.713501,-122.09222
01611500135533,Active,Castro Valley Unified,Redwood Continuation High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,Alameda,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,37.712800,-122.09305
01611506090344,Closed,Castro Valley Unified,A. B. Morris Intermediate,3310 Barlow Drive,3310 Barlow Dr.,Castro Valley,94546,CA,Alameda,3310 Barlow Drive,3310 Barlow Dr.,Castro Valley,94546,CA,,
01611506090351,Active,Castro Valley Unified,Castro Valley Elementary,20185 San Miguel Avenue,20185 San Miguel Ave.,Castro Valley,94546-0146,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,37.698047,-122.08102
01611506090369,Active,Castro Valley Unified,Chabot Elementary,19104 Lake Chabot Road,19104 Lake Chabot Rd.,Castro Valley,94546-2936,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.707084,-122.09012
01611506090377,Closed,Castro Valley Unified,Clifton Elementary,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,Alameda,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,,
01611506090385,Active,Castro Valley Unified,Creekside Middle,19722 Center Street,19722 Center St.,Castro Valley,94546-4704,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.699926,-122.06124
01611506090393,Active,Castro Valley Unified,Independent Elementary,21201 Independent School Road,21201 Independent School Rd.,Castro Valley,94552-4826,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.699109,-122.04975
01611506090401,Active,Castro Valley Unified,Marshall Elementary,20111 Marshall Street,20111 Marshall St.,Castro Valley,94546-4656,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.697794,-122.06573
01611506090419,Active,Castro Valley Unified,Palomares Elementary,6395 Palo Verde Road,6395 Palo Verde Rd.,Castro Valley,94552-9708,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.695582,-122.02480
01611506090427,Closed,Castro Valley Unified,Parsons Elementary,17570 Almond Road,17570 Almond Rd.,Castro Valley,94546,CA,Alameda,17570 Almond Road,17570 Almond Rd.,Castro Valley,94546,CA,,
01611506090435,Active,Castro Valley Unified,Proctor Elementary,17520 Redwood Road,17520 Redwood Rd.,Castro Valley,94546-1434,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.716742,-122.07366
01611506090443,Closed,Castro Valley Unified,Redwood Elementary,19722 Center Street,19722 Center St.,Castro Valley,94546,CA,Alameda,19722 Center Street,19722 Center St.,Castro Valley,94546,CA,,
01611506090450,Closed,Castro Valley Unified,Redwood Primary,4208 James Avenue,4208 James Ave.,Castro Valley,94546,CA,Alameda,4208 James Avenue,4208 James Ave.,Castro Valley,94546,CA,,
01611506090468,Active,Castro Valley Unified,Stanton Elementary,2644 Somerset Avenue,2644 Somerset Ave.,Castro Valley,94546-4016,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.699908,-122.09352
01611506090476,Closed,Castro Valley Unified,Sydney Elementary,2755 Sydney Way,2755 Sydney Way,Castro Valley,94546,CA,Alameda,2755 Sydney Way,2755 Sydney Way,Castro Valley,94546,CA,,
01611506090484,Active,Castro Valley Unified,Vannoy Elementary,5100 Vannoy,5100 Vannoy,Castro Valley,94546-0146,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,37.706636,-122.05868
01611506097653,Active,Castro Valley Unified,Canyon Middle,19600 Cull Canyon Road,19600 Cull Canyon Rd.,Castro Valley,94552-3715,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.705772,-122.05426
01611506113005,Active,Castro Valley Unified,Jensen Ranch Elementary,20001 Carson Lane,20001 Carson Ln.,Castro Valley,94552-1001,CA,Alameda,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,37.713125,-122.03122
01611680000000,Active,Emery Unified,,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,Alameda,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,37.836319,-122.28185
01611680119933,Active,Emery Unified,Emeryville Preschool Students,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132,CA,Alameda,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132,CA,37.842955,-122.28843
01611680132746,Active,Emery Unified,Emery Secondary,1100 47th Street,1100 47th St.,Emeryville,94608-2908,CA,Alameda,1100 47th Street,1100 47th St.,Emeryville,94608-2908,CA,37.835677,-122.28282
01611680138198,Closed,Emery Unified,Emery Adult,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,Alameda,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,,
01611686000517,Closed,Emery Unified,Ralph Hawley Elementary,1275 61st Street,1275 61st St.,Emeryville,94608,CA,Alameda,1275 61st Street,1275 61st St.,Emeryville,94608,CA,,
01611686090492,Active,Emery Unified,Anna Yates Elementary,1125 53rd Street,1125 53rd St.,Emeryville,94608-3643,CA,Alameda,1125 53rd Street,1125 53rd St.,Emeryville,94608-3643,CA,37.836796,-122.28400
01611686113450,Closed,Emery Unified,Emery Middle,1275 - 61st Street,1275 - 61st St.,Emeryville,94608,CA,Alameda,1275 61st Street,1275 61st St.,Emeryville,94608,CA,,
01611760000000,Active,Fremont Unified,,4210 Technology Drive,4210 Technology Dr.,Fremont,94538-6337,CA,Alameda,PO Box 5008,PO Box 5008,Fremont,94537-5008,CA,37.507800,-121.95443
01611760127233,Active,Fremont Unified,Young Adult Program,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,Alameda,4210 Technology Drive,4210 Technology Dr.,Fremont,94538,CA,37.538120,-121.99201
01611760128298,Active,Fremont Unified,Glankler Early Learning Center,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916,CA,Alameda,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916,CA,37.540113,-121.98438
01611760130062,Active,Fremont Unified,American High,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,Alameda,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,37.563645,-122.01747
01611760130138,Active,Fremont Unified,Robertson High (Continuation),4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,Alameda,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,37.518632,-121.96492
01611760130435,Active,Fremont Unified,Vista Alternative,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,Alameda,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,37.518632,-121.96492
01611760130534,Active,Fremont Unified,Circle of Independent Learning,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,Alameda,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,37.537962,-121.99206
01611760133108,Active,Fremont Unified,Fremont Adult,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,Alameda,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,37.538031,-121.99084
01611760134270,Active,Fremont Unified,Irvington High,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353,CA,Alameda,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353,CA,37.522654,-121.96902
01611760134452,Active,Fremont Unified,John F. Kennedy High,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913,CA,Alameda,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913,CA,37.528399,-121.98312
01611760135244,Active,Fremont Unified,Mission San Jose High,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799,CA,Alameda,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799,CA,37.545040,-121.93193
01611760138693,Active,Fremont Unified,Washington High,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031,CA,Alameda,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031,CA,37.552082,-121.99484
01611760138818,Closed,Fremont Unified,Williamson High,3400 Eggers Drive,3400 Eggers Dr.,Fremont,94536,CA,Alameda,3400 Eggers Drive,3400 Eggers Dr.,Fremont,94536,CA,,
01611766000533,Closed,Fremont Unified,Alviso Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94536,CA,Alameda,3375 Warwick Road,3375 Warwick Rd.,Fremont,94536,CA,,
01611766000541,Active,Fremont Unified,John Blacow Elementary,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314,CA,Alameda,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314,CA,37.527561,-121.97712
01611766000558,Active,Fremont Unified,Brier Elementary,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916,CA,Alameda,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916,CA,37.539776,-121.98470
01611766000566,Active,Fremont Unified,Cabrillo Elementary,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406,CA,Alameda,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406,CA,37.550826,-122.02333
01611766000574,Closed,Fremont Unified,Noll (Conrad) Elementary,39600 Sundale Drive,39600 Sundale Dr.,Fremont,94538,CA,Alameda,39600 Sundale Drive,39600 Sundale Dr.,Fremont,94538,CA,,
01611766000582,Closed,Fremont Unified,David Reynolds Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538,CA,Alameda,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538,CA,,
01611766000590,Active,Fremont Unified,E. M. Grimmer Elementary,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113,CA,Alameda,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113,CA,37.519634,-121.95100
01611766000608,Closed,Fremont Unified,Marshall (Earl) Elementary,5301 Curtis Street,5301 Curtis St.,Fremont,94539,CA,Alameda,5301 Curtis Street,5301 Curtis St.,Fremont,94538,CA,,
01611766000624,Active,Fremont Unified,Glenmoor Elementary,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784,CA,Alameda,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784,CA,37.545703,-122.00487
01611766000632,Closed,Fremont Unified,Hacienda Elementary,35699 Niles Boulevard,35699 Niles Blvd.,Fremont,94536,CA,Alameda,35699 Niles Boulevard,35699 Niles Blvd.,Fremont,94536,CA,,
01611766000640,Active,Fremont Unified,Harvey Green Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131,CA,Alameda,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131,CA,37.518135,-121.95810
01611766000665,Active,Fremont Unified,J. Haley Durham Elementary,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520,CA,Alameda,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520,CA,37.542078,-121.96689
01611766000673,Active,Fremont Unified,James Leitch Elementary,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005,CA,Alameda,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005,CA,37.486506,-121.92328
01611766000681,Active,Fremont Unified,Joseph Azevada Elementary,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843,CA,Alameda,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843,CA,37.530970,-121.99417
01611766000707,Merged,Fremont Unified,Linda Vista Elementary,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538,CA,Alameda,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538,CA,,
01611766000715,Active,Fremont Unified,Tom Maloney Elementary,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899,CA,Alameda,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899,CA,37.545405,-121.99843
01611766000723,Active,Fremont Unified,John G. Mattos Elementary,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008,CA,Alameda,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008,CA,37.538095,-122.01172
01611766000749,Active,Fremont Unified,Mission Valley Elementary,41700 Denise Street,41700 Denise St.,Fremont,94539-4562,CA,Alameda,41700 Denise Street,41700 Denise St.,Fremont,94539-4562,CA,37.535791,-121.94741
01611766000756,Active,Fremont Unified,Niles Elementary,37141 Second Street,37141 Second St.,Fremont,94536-2835,CA,Alameda,37141 Second Street,37141 Second St.,Fremont,94536-2835,CA,37.577050,-121.98446
01611766000764,Active,Fremont Unified,O. N. Hirsch Elementary,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202,CA,Alameda,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202,CA,37.528227,-121.96290
01611766000780,Closed,Fremont Unified,Origin L. Mowry Elementary,4700 Calaveras Road,4700 Calaveras Rd.,Fremont,94538,CA,Alameda,4700 Calaveras Road,4700 Calaveras Rd.,Fremont,94538,CA,,
01611766000798,Active,Fremont Unified,Parkmont Elementary,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246,CA,Alameda,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246,CA,37.560232,-121.98468
01611766000806,Active,Fremont Unified,Patterson Elementary,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499,CA,Alameda,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499,CA,37.562250,-122.03085
01611766000822,Closed,Fremont Unified,Timothy Rix Elementary,43100 Isle Royal Street,43100 Isle Royal St.,Fremont,94538,CA,Alameda,43100 Isle Royal Street,43100 Isle Royal St.,Fremont,94538,CA,,
01611766000830,Active,Fremont Unified,Vallejo Mill Elementary,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899,CA,Alameda,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899,CA,37.574495,-121.95990
01611766000848,Active,Fremont Unified,Warm Springs Elementary,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458,CA,Alameda,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458,CA,37.482877,-121.92534
01611766056873,Active,Fremont Unified,Centerville Junior High,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096,CA,Alameda,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096,CA,37.555648,-122.00190
01611766056881,Active,Fremont Unified,G. M. Walters Junior High,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912,CA,Alameda,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912,CA,37.537300,-121.98586
01611766056899,Closed,Fremont Unified,Robertson (Gus C.) Junior High,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538,CA,Alameda,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538,CA,,
01611766056907,Active,Fremont Unified,John M. Horner Junior High,41365 Chapel Way,41365 Chapel Way,Fremont,94538-4202,CA,Alameda,41365 Chapel Way,41365 Chapel Way,Fremont,94538-4202,CA,37.528537,-121.96295
01611766056915,Active,Fremont Unified,Thornton Junior High,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897,CA,Alameda,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897,CA,37.557124,-122.01454
01611766056923,Active,Fremont Unified,William Hopkins Junior High,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803,CA,Alameda,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803,CA,37.547020,-121.94242
01611766066468,Active,Fremont Unified,John Gomes Elementary,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750,CA,Alameda,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750,CA,37.550361,-121.94761
01611766068746,Closed,Fremont Unified,Olivos de Guadalupe,611 Olive Avenue,611 Olive Ave.,Fremont,94538,CA,Alameda,611 Olive Avenue,611 Olive Ave.,Fremont,94538,CA,,
01611766085591,Merged,Fremont Unified,Glankler (Donald G.) (Oh),39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538,CA,Alameda,Is Now Preschool,Is Now Preschool,Fremont,94538,CA,,
01611766089320,Active,Fremont Unified,Brookvale Elementary,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598,CA,Alameda,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598,CA,37.568768,-122.01399
01611766089619,Active,Fremont Unified,Warwick Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499,CA,Alameda,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499,CA,37.576510,-122.03048
01611766090500,Closed,Fremont Unified,Fremont Elementary,40230 Laiolo Road,40230 Laiolo Rd.,Fremont,94538,CA,Alameda,40230 Laiolo Road,40230 Laiolo Rd.,Fremont,94538,CA,,
01611766090518,Closed,Fremont Unified,Irvington Elementary,,,,,,Alameda,,,,,,,
01611766090526,Active,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637,CA,Alameda,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637,CA,37.542168,-121.93996
01611766090534,Active,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885,CA,Alameda,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885,CA,37.528296,-121.92137
01611766090542,Active,Fremont Unified,Oliveira Elementary,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799,CA,Alameda,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799,CA,37.560394,-122.01771
